region,city,date,organizer,topic,participants_registered,participants_actual
Berlin,Berlin,2022-02-28,,"""Gegen den Missbrauch der Zeile ""Thema der Versammlung"" der Berliner Versammlungsbehörde durch Schwurbel. die Themen sollten lediglich eine Unterscheidbarkeit zu anderen Versammlungen darstellen. KEINE AUSFÜHRUNGEN über den aktuellen Zustand des Völkerrechts oder WILLKÜRLICHE AUFLISTUNG von allen aufgerufenen Bevölkerungsteilen. hingegen ist auch das Thema ""Laufdemo"" oder ""Für Demokratie"" kein ausreichendes gewehr für Distinktion. Wir weisen zusätzlich darauf hin, dass ""Schüler stehen auf"" nicht das gegenteil von ""bleiben sitzen"" bedeutet. Die schöne, klare deutsche Sprache und die überaus ordentlichen Behörden werden von Schwurbel verunglimpft. Schwurbel, die behaupten, dass es seit 2020 keine Versammlungsfreiheit mehr gäbe, verunstalten willkürlich die schöne Übersicht-seite auf berlin.de!!!!!!111!!!1! Wir sind empört, obwohl uns bewusst ist, dass dies eine Provokation ist, wie die Rüpelhaftigkeit der AFD in den Parlamenten. Aufrechte Demokrat:innen spazieren nicht mit Rechtspopulist:innen!""",4.0,4.0
Berlin,Berlin,2022-02-28,,"""Gemeinsam gegen Corona!""",50.0,30.0
Berlin,Berlin,2022-02-28,,"""Wir Laufen gegen die Spaltung gegen die Impfpflicht für unsere Kinder und unsere Freiheit"" (vom 28.02. bis 29.08.2022 - jeweils Mo.)",5000.0,500.0
Berlin,Berlin,2022-02-28,,"""Solidarität in der Pandemie: Demo gegen ""Spaziergänger*innen""",15.0,70.0
Berlin,Berlin,2022-02-28,,"""Frieden jetzt! Stoppt den Krieg in der Ukraine!""",10.0,30.0
Berlin,Berlin,2022-02-28,,"""Kundgebung gegen die Verleumdung der Corona Pandemie und die Verdrehung von Fakten.""",25.0,11.0
Berlin,Berlin,2022-02-28,,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30.0,
Berlin,Berlin,2022-02-28,,"""Für Freiheit, Selbstbestimmung, respektvolles Miteinander und Wiederherstellung der Grundrechte! Für freie Impfentscheidung im Gesundheitswesen!""",400.0,600.0
Berlin,Berlin,2022-02-28,,"""Kundgebung gegen den Krieg und für Solidarität mit der Ukraine""",100.0,75.0
Berlin,Berlin,2022-02-28,,"""Solidarität in der Pandemie und mit der Ukraine""",40.0,11.0
Berlin,Berlin,2022-02-28,,"""Mahnwache am Kanzleramt - Für die sofortige Stilllegung aller Atomanlagen"" (vom 10.01.2022 - 27.06.2022 - jeweils Mo.)",20.0,
Berlin,Berlin,2022-02-28,,"""Gemeinsinn leben. Demokratische Werte schützen."" (vom 10.01. bis 07.03.2022 - jeweils Mo.)",100.0,120.0
Berlin,Berlin,2022-02-28,,"""Antikriegsmahnwache"" (vom 31.01. bis 28.03.2022 - jeweils Mo.)",10.0,
Berlin,Berlin,2022-02-28,,"""Nein zum Krieg - Solidarität mit der Ukraine"" (vom 14.02. bis 07.03.2022 - jeweils Mo.)",40.0,40.0
Berlin,Berlin,2022-02-28,,"""""Wie umgehen mit Corona? - Bürgerbündnis für Solidarität und gegen rechte Unterwanderung"""" (vom 14.02. bis 04.04.2022 - jeweils Mo.)",300.0,100.0
Berlin,Berlin,2022-02-28,,"nicht angemeldete coronakritische Versammlung ""Lichtenrade""",30.0,30.0
Berlin,Berlin,2022-02-28,,"""Demokratische Menschenrechte"" (vom 03.01. bis 04.04.2022 - jeweils Mo.)",400.0,850.0
Berlin,Berlin,2022-02-28,,"""Rechte , Querdenkende und Verschwörungsideologische Aufmärsche stoppen ! FÜR EINEN SOLIDARISCHEN KIEZ !""",100.0,6.0
Berlin,Berlin,2022-02-28,,"""Geradedenken gegen Querdenken und Rechts""",70.0,30.0
Berlin,Berlin,2022-02-28,,"""Friedlicher Lampion- und Lichterumzug vom Brandenburger Tor zum Berliner Dom für eine freie Impfentscheidung (15. Montagsdemonstration, Aufbruch21.com)"" (vom 31.01. bis 28.02.2022 - jeweils Mo.)",250.0,
Berlin,Berlin,2022-02-28,,"""Mahnwache: Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tatsächlichen Kosten zahlen."" (vom 07.02. bis 01.08.2022 - jeweils Mo.)",40.0,9.0
Berlin,Berlin,2022-02-28,,"""Gegen die nicht eindeutige Bezeichnung von Echsen. Denn es steht jedem Lebewesen eine eindeutige Beschreibung zu, das ist ein Echsen- und Menschenrecht. Die Bezeichnung Echsen ist die biologisch nicht eindeutige Bezeichnung für ein zu den Reptilien bzw. Sauropsidengehörendes Taxon. Die gängigsten Definitionen stellen die Echsen entweder als Unterordnung zu den Schuppenkriechtieren oder ordnen ihnen alle heute lebenden Reptiliengruppen (traditionell unter Ausschluss der Schildkröten) zu. Der erstgenannten Gruppe wird der wissenschaftliche Name Lacertilia zugewiesen, der zweitgenannten der Name Sauria (altgriechisch &#963;&#945;&#8166;&#961;&#959;&#962; sauros „Eidechse, Salamander“). Verwirrenderweise wird der Name „Sauria“ aber auch synonym zu Lacertilia verwendet, sodass man nur anhand des Kontextes bzw. bei Angabe des entsprechenden Autors erkennen kann, welches Taxon gemeint ist. In jedem Fall handelt es sich bei den Echsen aber um ein paraphyletisches Taxon, da manche seiner Vertreter näher mit davon ausgeschlossenen Tieren verwandt sind (insbesondere den Schlangen) als mit anderen Vertretern. Die im weiteren Sinne der Echsen inkludierten Krokodile sind näher mit den Vögeln verwandt als mit anderen Reptilien. Gegen jede Verwirrung! Rettet die antiverschwurbelte Aktion vor der Freien Linken und anderen!""",4.0,12.0
Berlin,Berlin,2022-02-28,,"""Ordentliche Kundgebung im Auftrag der reptiloiden Besatzungsmacht""",4.0,
Berlin,Berlin,2022-03-01,,"""Menschenkette (Schülerinnen und Schüler der drei Schulen) für den Frieden""",1500.0,2000.0
Berlin,Berlin,2022-03-01,,"""Mahnwache in Gedenken an die Befreiung vom deutschen Faschismus durch die Rote Armee""",5.0,3.0
Berlin,Berlin,2022-03-01,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,3.0
Berlin,Berlin,2022-03-01,,"""Tarifpolitische Mittagspause""",80.0,50.0
Berlin,Berlin,2022-03-01,,"""Protest gegen die Verdrängung der Kita ""Irgendwie anders""",250.0,200.0
Berlin,Berlin,2022-03-01,,"""Bürgerinnen und Bürger äußern ihre Meinung zur aktuellen Politik, etwa der Umsetzung des Infektionsschutzgesetzes, und zur drohenden Spaltung der Gesellschaft."" (vom 01.02. bis 01.03.2022 - jeweils Di.)",35.0,27.0
Berlin,Berlin,2022-03-01,,"""Die Unterstützung für die Ukraine jetzt""",500.0,150.0
Berlin,Berlin,2022-03-01,,"""Gegenprotest zu ""Menschen mit Schildern""! - Solidarität und Wissenschaft statt Verschwörungsideologie!"" (vom 08.02. bis 03.05.2022 - jeweils Di.)",30.0,20.0
Berlin,Berlin,2022-03-01,,"""Gegendemonstration gegen ImpfgegnerInnen und rechtsextreme VerschwörungsideologInnen"" (vom 01.03. bis 29.03.2022 - jeweils Di.)",20.0,15.0
Berlin,Berlin,2022-03-01,,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",30.0,35.0
Berlin,Berlin,2022-03-01,,"""Feministischer antikolonialer Widerstand weltweit! We remember, We resist, We exist! FLINTA* solidarisch gegen Kolonialismus – damals und heute – gegen Geschichtsrevisionismus und (neo)kolonialistische Auslassungen!""",70.0,70.0
Berlin,Berlin,2022-03-01,,"""Wir pfeifen auf Stuttgart 21"" (vom 04.01. bis 29.03.2022 - jeweils Di.)",5.0,5.0
Berlin,Berlin,2022-03-02,,"""Absage der BSR zur Kehrenbürger-Aktion mit 100 Personen incl. Schüler der Heinrich-Mann-Oberschule - Vollkommene Vermüllung der Gerlinger Straße in Berlin- Buckow""",150.0,20.0
Berlin,Berlin,2022-03-02,,"""Mahnwache in Gedenken an alle Soldaten der Roten Armee und ihrer Befreiungstat gegen den deutschen Faschismus""",5.0,3.0
Berlin,Berlin,2022-03-02,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-03-02,,"""Solidarity with the Ukraine. Putins hands off Ukraine. No to FakeNews and transfiguration of facts.""",100.0,4.0
Berlin,Berlin,2022-03-02,,"""Kein Krieg und keine Kriegshetze gegen Russland - NATO Hände weg von der Ukraine …!"" (vom 26.01. bis 30.03.2022 - jeweils Mi.)",15.0,3.0
Berlin,Berlin,2022-03-02,,"""Internationaler Frauentag""",15.0,15.0
Berlin,Berlin,2022-03-02,,"""Krieg in der Ukraine""",200.0,23.0
Berlin,Berlin,2022-03-02,,"""Video-Aktion zur Aufklärung über die Tierindustrie""",15.0,10.0
Berlin,Berlin,2022-03-02,,"""Für den Frieden - gegen die NATO""",100.0,120.0
Berlin,Berlin,2022-03-02,,"""Für Frieden in der Ukraine""",250.0,150.0
Berlin,Berlin,2022-03-03,,"""Mahnwache zur Aufklärung rechter Straftaten in Neukölln"" (vom 06.01. bis 29.12.2022 - jeweils Do.)",10.0,
Berlin,Berlin,2022-03-03,,"""Krieg in der Ukraine""",25.0,16.0
Berlin,Berlin,2022-03-03,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,3.0
Berlin,Berlin,2022-03-03,,"""Demonstration für Frieden zwischen Russland und Ukraine""",25.0,22.0
Berlin,Berlin,2022-03-03,,"""Aktion für ein Verbot der Trophäenjagd-Importe""",12.0,7.0
Berlin,Berlin,2022-03-03,,"""Gedenkveranstaltung von Schülerinnen und Schülern: Frieden und Solidarität mit der Ukraine""",2000.0,
Berlin,Berlin,2022-03-03,,"""Für die Menschenrechte in Nordkorea: Gegen die schwere Christenverfolgung Gegen Bomben und Raketen, für die atomare Abrüstung; dafür ""genug zum Essen für alle"" Auflösung der Konzentrationslager"" (vom 13.01. bis 14.04.2022 - jeweils Do.)",15.0,9.0
Berlin,Berlin,2022-03-03,,"""Strike for Climate Justice and Peace in Ukraine""",1000.0,7800.0
Berlin,Berlin,2022-03-03,,"""Menschen mit Schildern"" (vom 06.01. bis 30.12.2022 - jeweils Do.)",30.0,
Berlin,Berlin,2022-03-03,,"""Freiheit für Julian Assange! Pressefreiheit, Meinungsfreiheit, Grundlage von Demokratie und Frieden.""",30.0,25.0
Berlin,Berlin,2022-03-04,,"""Klimamahnwache zum Pariser Abkommen Fridays For Future"" (vom 04.02. bis 29.04.2022 - jeweils Fr.)",12.0,4.0
Berlin,Berlin,2022-03-04,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-03-04,,"""Politische Lage in Belarus und die Einbeziehung in den Krieg in der Ukraine.""",10.0,5.0
Berlin,Berlin,2022-03-04,,"""Wir wollen, dass unsere Gefangenen freigelassen werden""",400.0,60.0
Berlin,Berlin,2022-03-04,,"""Gedenken an ALLE Soldaten der Roten Armee im Dank an ihre Befreiungstat""",10.0,7.0
Berlin,Berlin,2022-03-04,,"""Mahnwache gegen rechtsextremistische Tendenzen in Politik und Gesellschaft""",15.0,12.0
Berlin,Berlin,2022-03-04,,"""Friedensfahrt für die Ukraine (Radtour)""",500.0,280.0
Berlin,Berlin,2022-03-04,,"""Racial Profiling anprangern und stoppen!""",10.0,3.0
Berlin,Berlin,2022-03-04,,"""Awareness stärken, Übergriffigkeiten stoppen!""",10.0,6.0
Berlin,Berlin,2022-03-04,,"""Fahnenhissung anlässlich des internationalen Tag Equal Pay Day""",20.0,20.0
Berlin,Berlin,2022-03-04,,"""Unterstützt Ukraine! Protest gegen mangelnde Unterstützung der Ukraine durch die georgische Regierung""",100.0,
Berlin,Berlin,2022-03-05,,Wollt ihr wieder den totalen Krieg,2.0,2.0
Berlin,Berlin,2022-03-05,,"""Protest gegen den Angriff von Russland auf die Ukraine""",3.0,5.0
Berlin,Berlin,2022-03-05,,„Für mehr Frauenrechte und gegen Gewalt an Frauen“,40.0,20.0
Berlin,Berlin,2022-03-05,,"""Mahnwache für Toleranz und ein friedliches Miteinander""",30.0,9.0
Berlin,Berlin,2022-03-05,,"""In solidarity with Ukraine - In Solidarität mit der Ukraine""",30.0,20.0
Berlin,Berlin,2022-03-05,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-03-05,,"""Demokratie, Stopp Krieg, Keine Propaganda in der Schule""",300.0,120.0
Berlin,Berlin,2022-03-05,,"""Atomkraft rettet nicht das Klima!""",150.0,140.0
Berlin,Berlin,2022-03-05,,"""Veröffentlichung des 2. Teils des IPCC Berichts""",70.0,15.0
Berlin,Berlin,2022-03-05,,"""Kundgebung, Thema: Unterdrückung FINTA (Frauen, Intergeschlecht, Nicht-Binär, Trans, Ageschlechtliche Menschen) in der Fashion Industrie.""",25.0,45.0
Berlin,Berlin,2022-03-05,,"""Lateinamerikanische Realitäten im Feminismus""",10.0,
Berlin,Berlin,2022-03-05,,"""LGBTQ+ Rechte - Gender""",10.0,15.0
Berlin,Berlin,2022-03-05,,"""Queerness, LGBTQIA+ Rechte""",4.0,8.0
Berlin,Berlin,2022-03-05,,"Klimaprotest, 1,5 Grad ist tot",45.0,50.0
Berlin,Berlin,2022-03-05,,"""Queere Realitäten in Berlin""",10.0,8.0
Berlin,Berlin,2022-03-05,,"""Klima-Mahnwache""",8.0,4.0
Berlin,Berlin,2022-03-05,,"""Klima Mahnwache""",8.0,2.0
Berlin,Berlin,2022-03-05,,"""Klimamahnwache""",20.0,20.0
Berlin,Berlin,2022-03-05,,"""Auto- und Fahrradkorso vom Autokorso Berlin - das Original-, eine Informationsveranstaltung für alle Menschen. Wir leben Demokratie und fordern unsere Grundrechte ein! Wir dulden keinen Gesundheitsfaschismus und keine Experimente an Menschen! Für Frieden, Freiheit und Selbstbestimmung! Offenes Mikrophon, jeder Mensch hat eine Stimme.""",100.0,42.0
Berlin,Berlin,2022-03-05,,"""Nein zu Rassismus, nein zu Gewalt""",15.0,15.0
Berlin,Berlin,2022-03-05,,"""Video-Aktion zur Aufklärung über die Tierindustrie""",15.0,10.0
Berlin,Berlin,2022-03-05,,"""Wir, die FREIEN GEISTER, fahren für unsere Kinder und gegen die Spaltung unserer Gesellschaft. Wir lassen uns nicht spalten. Zusammenhalt und Gleichberechtigung für ALLE ! / Jung und Alt, groß und klein, KEINE G - Regeln, für ALLE. Wir sind Menschen aus der Mitte unserer Bevölkerung. Das ist für unsere Kinder, sie sollen nicht in Ketten leben, ohne Angst und ohne Tränen. Meinungsfreiheit und Diskurs um die Bevölkerung zu einen. Wir informieren die Bevölkerung über Daten, Zahlen und Fakten sowie die Entwicklungen und Auswirkungen der Coronamaßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Ein klares Nein zur Impfpflicht.""",70.0,35.0
Berlin,Berlin,2022-03-05,,"""Demo für freien Impfentscheid, für Selbstbestimmung und für die Abschaffung aller sinnlosen Coronamaßnahmen! Wir gedenken an all die weltweiten Opfer die als Kollateralschaden C19 erlegen sind! Im Gedenken an all die alten Menschen die alleine und zum teil verwahrlost NICHT im Kreise ihrer Familien C19 erlegen sind!...""",500.0,250.0
Berlin,Berlin,2022-03-05,,"""Heimat und Weltfrieden"" (vom 05.02. bis 31.12.2022 - jeweils Sa.)",10.0,8.0
Berlin,Berlin,2022-03-05,,"""Heimat und Weltfrieden"" (vom 08.01. bis 31.12.2022 - jeweils Sa.)",20.0,1.0
Berlin,Berlin,2022-03-05,,"""Solidarität mit der Ukraine / Singen für die Ukraine""",70.0,200.0
Berlin,Berlin,2022-03-05,,"""Für den Frieden - Gegen die NATO""",200.0,300.0
Berlin,Berlin,2022-03-05,,"""Politische Konzert und Informations Veranstaltung zum Thema Queer Feminismus.""",70.0,70.0
Berlin,Berlin,2022-03-06,,"""Sunday for Peace (...).""",50.0,
Berlin,Berlin,2022-03-06,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,
Berlin,Berlin,2022-03-06,,"""Eine Tanzaktion in Solidarität mit den Menschen in der Ukraine.""",30.0,25.0
Berlin,Berlin,2022-03-06,,"""Wir wollen gegen das Regime der Taliban und die pakistanische Unterstützung der Taliban demonstrieren.""",300.0,20.0
Berlin,Berlin,2022-03-06,,"""Demonstration rund um die politische Krise in Bosnien-Herzegowina""",250.0,300.0
Berlin,Berlin,2022-03-06,,"""Für Eure und unsere Freiheit. Solidarität mit der Ukraine!..""",500.0,1600.0
Berlin,Berlin,2022-03-06,,"""Gegen Folter und Verfolgung in Kasachstan""",10.0,9.0
Berlin,Berlin,2022-03-06,,"""Stop Putin - Stoppt den Krieg"". Redebeiträge und Aufzug angesichts des Überfalls Russlands auf die Ukraine. Gemeinsames Auftreten von pro-europäischen russischen, ukrainischen, belarussischen, deutschen und sonstigen Initiativen.""",300.0,2800.0
Berlin,Berlin,2022-03-06,,"""Mahnwache für Frieden""",7.0,9.0
Berlin,Berlin,2022-03-06,,"""Unterstützung der friedlichen, algerischen Revolution"" (vom 09.01. bis 10.07.2022 - jeweils So.)",10.0,7.0
Berlin,Berlin,2022-03-06,,"""Stand with Ukraine""",500.0,800.0
Berlin,Berlin,2022-03-06,,"""Der Angriff der russischen Führung auf die Ukraine erfüllt uns mit Entsetzen, weil hier Krieg und Waffen gegen Menschenrechte und die Ziele einer friedvollen Welt ohne Hochrüstung eingesetzt werden. Deswegen fordern wir Frieden und lehnen Krieg ab.""",20.0,140.0
Berlin,Berlin,2022-03-07,,"""Equal Pay Day""",20.0,40.0
Berlin,Berlin,2022-03-07,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-03-07,,"""DEUTSCHE FEMIZIDE""",15.0,10.0
Berlin,Berlin,2022-03-07,,"""Nie wieder Krieg / No more wars""",15.0,10.0
Berlin,Berlin,2022-03-07,,"""Vorabenddemonstration zum internationalen Frauentag""",500.0,230.0
Berlin,Berlin,2022-03-07,,"""Mahnwache für Frieden und Menschenrechte"" (vom 03.01. bis 28.03.2022 - jeweils Mo.)",10.0,4.0
Berlin,Berlin,2022-03-07,,"""Umsonst Pinkeln für Alle! - Forderung nach kostenlosen öffentlichen Toiletten""",30.0,30.0
Berlin,Berlin,2022-03-07,,"""Gegenaktion zu den ""Spaziergängen"" am Antonplatz"" (vom 14.02. bis 07.03.2022 - jeweils Mo.)",20.0,
Berlin,Berlin,2022-03-07,,"""Freiheit ist manchmal auch Einsicht in die Notwendigkeit, deshalb solidarisch durch die Krise. Für die kritische Vernunft und die Demokratie, mit Abstand gegen Rechts, Antisemiten und Verschwörungsprediger! Kurzfassung: Nu is jleich zappendusta!"" (vom 10.01. bis 28.03.2022 - jeweils Mo.)",200.0,
Berlin,Berlin,2022-03-07,,"""Einigkeit und Recht und Freiheit"" (vom 07.03. bis 28.03.2022 - jeweils Mo.)",200.0,
Berlin,Berlin,2022-03-07,,"„Maske auf - Nazis raus“ Solidarisch gegen Corona und Rechte Hetze""",50.0,
Berlin,Berlin,2022-03-07,,"""Wir Laufen gegen die Spaltung gegen die Impfpflicht für unsere Kinder und unsere Freiheit"" (vom 28.02. bis 29.08.2022 - jeweils Mo.)",1500.0,
Berlin,Berlin,2022-03-07,,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine-JETZT!""",10.0,
Berlin,Berlin,2022-03-07,,Stoppt den Krieg! Frieden und Freiheit für die Ukraine-JETZT!,10.0,
Berlin,Berlin,2022-03-07,,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30.0,30.0
Berlin,Berlin,2022-03-07,,"""Für Frieden, Freiheit und Selbstbestimmung. Für ein respektvolles Miteinander und die Wiederherstellung der Grundrechte. Für die Rechte unserer Kinder und starke Familien.""",500.0,
Berlin,Berlin,2022-03-07,,"""Mahnwache am Kanzleramt - Für die sofortige Stilllegung aller Atomanlagen"" (vom 10.01.2022 - 27.06.2022 - jeweils Mo.)",20.0,3.0
Berlin,Berlin,2022-03-07,,"""Gemeinsinn leben. Demokratische Werte schützen."" (vom 10.01. bis 07.03.2022 - jeweils Mo.)",100.0,
Berlin,Berlin,2022-03-07,,"nicht angemeldete coronakritische Versammlung ""Lichtenrade""",30.0,30.0
Berlin,Berlin,2022-03-07,,„Nein zum Krieg - Solidarität mit der Ukraine“ (vom 14.02. bis 07.03.2022 - jeweils Mo.),50.0,
Berlin,Berlin,2022-03-07,,"""""Wie umgehen mit Corona? - Bürgerbündnis für Solidarität und gegen rechte Unterwanderung"""" (vom 14.02. bis 04.04.2022 - jeweils Mo.)",300.0,
Berlin,Berlin,2022-03-07,,"""Stilles Gedenken für die an Corona Verstorbenen und Gedenken an Toten im Krieg gegen die Ukraine""",60.0,
Berlin,Berlin,2022-03-07,,"""Demokratische Menschenrechte"" (vom 03.01. bis 04.04.2022 - jeweils Mo.)",400.0,
Berlin,Berlin,2022-03-07,,"""Vorabenddemonstration zum Frauenkampftag""",200.0,120.0
Berlin,Berlin,2022-03-07,,"""Spaziergänger am Montag: Unbeliebt, Unsolidarisch und Wohlstandsverwahrlost""",20.0,
Berlin,Berlin,2022-03-07,,"""Querdenkende , Verschwörungsideologische und Rechte Aufmärsche stoppen ! SOLIDARISCH DURCH DIE KRIESE !!""",150.0,
Berlin,Berlin,2022-03-07,,"""Mahnwache: Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tatsächlichen Kosten zahlen."" (vom 07.02. bis 01.08.2022 - jeweils Mo.)",40.0,
Berlin,Berlin,2022-03-07,,"""Demo am Abend vor dem Internationalen Frauentag - gegen Gewalt an & Belästigung von Frauen im Laufsport und für die Freiheit im Dunklen angstfrei laufen gehen zu können.""",250.0,120.0
